district,taluka,village
"N>SHIK","IGATPURI","Malunje"
"N>SHIK","IGATPURI","Kanchangaon"
"N>SHIK","IGATPURI","Titoli"
"N>SHIK","IGATPURI","Senvad Bk"
"N>SHIK","IGATPURI","Bortembhe"
"N>SHIK","IGATPURI","Igatpuri (M CI)"
"N>SHIK","IGATPURI","Taked Bk"
"N>SHIK","IGATPURI","Adharwad"
"N>SHIK","IGATPURI","Talogha"
"N>SHIK","IGATPURI","Taloshi"
"N>SHIK","IGATPURI","Maidara Dhanoshi"
"N>SHIK","IGATPURI","Nandgaonsado"
"N>SHIK","IGATPURI","Bambalewadi"
"N>SHIK","BAGLAN","Karanjkhed"
"N>SHIK","BAGLAN","Nikwel"
"N>SHIK","BAGLAN","Bhakshi"
"N>SHIK","BAGLAN","Bundhate"
"N>SHIK","BAGLAN","Chaundhane"
"N>SHIK","BAGLAN","Aundane"
"N>SHIK","BAGLAN","Ajmir Saundane"
"N>SHIK","YEVLA","Katarni"
"N>SHIK","YEVLA","Somthanjosh"
"N>SHIK","YEVLA","Basantnagar"
"N>SHIK","YEVLA","Khamgaon"
"N>SHIK","YEVLA","Dugalgaon"
"N>SHIK","NASHIK","Ladachi"
"N>SHIK","NASHIK","Naikwadi"
"N>SHIK","NASHIK","Vadgaon"
"N>SHIK","NASHIK","Kotamgaon"
"N>SHIK","NASHIK","Jakhori"
"N>SHIK","NASHIK","Talegaon Anjaneri"
"N>SHIK","NASHIK","Mohagaon"
"N>SHIK","NASHIK","Sarul"
"N>SHIK","NASHIK","Chandgiri"
"N>SHIK","NASHIK","Babhaleshwar"
"N>SHIK","NASHIK","Vilholi(CT)"
"N>SHIK","NASHIK","Pimplad Nasik"
"N>SHIK","SINNAR","Manori"
"N>SHIK","SINNAR","Pimpale"
"N>SHIK","SINNAR","Adwadi"
"N>SHIK","SINNAR","Hivare"
"N>SHIK","SINNAR","Dhulwad"
"N>SHIK","SINNAR","Fattepur"
"N>SHIK","SINNAR","Nandur Shingote"
"N>SHIK","SINNAR","Thangaon"
"N>SHIK","SINNAR","Chapadgaon"
"N>SHIK","SINNAR","Chas"
"N>SHIK","SINNAR","Ashapur"
"N>SHIK","SINNAR","Padali"
"N>SHIK","SINNAR","Sonewadi"
"N>SHIK","SINNAR","Nalwadi"
"N>SHIK","SINNAR","Kasarwadi"
"N>SHIK","MALEGAON","Kalwadi"
"N>SHIK","MALEGAON","Bodhe"
"N>SHIK","MALEGAON","Aghar Bk"
"N>SHIK","MALEGAON","Khalane"
"N>SHIK","MALEGAON","Savandgaon"
"N>SHIK","MALEGAON","Chinchagavhan"
"N>SHIK","MALEGAON","Patane"
"N>SHIK","MALEGAON","Sitane"
"N>SHIK","MALEGAON","Tehare"
"N>SHIK","MALEGAON","Chandanpuri"
"N>SHIK","MALEGAON","Aghar Kh"
"N>SHIK","MALEGAON","Nardane"
"N>SHIK","MALEGAON","Chinchavad"
"N>SHIK","MALEGAON","Ronzane"
"N>SHIK","MALEGAON","Umbardhe"
"N>SHIK","MALEGAON","Mungase"
"N>SHIK","MALEGAON","Ajande Kh."
"N>SHIK","MALEGAON","Vake"
"N>SHIK","MALEGAON","Yesgaon Bk"
"N>SHIK","MALEGAON","Ajande"
"N>SHIK","MALEGAON","Kaulane (N)"
"N>SHIK","MALEGAON","Bhuigavhan"
"N>SHIK","MALEGAON","Nagaon (D)"
"N>SHIK","MALEGAON","Yesgaon Kh"
"N>SHIK","MALEGAON","Nandgaon Kh."
"N>SHIK","MALEGAON","Nandgaon"
"N>SHIK","MALEGAON","Takali"
"N>SHIK","MALEGAON","Mathurpada"
"N>SHIK","MALEGAON","Jwardi Bk."
"N>SHIK","MALEGAON","Khayade"
"N>SHIK","MALEGAON","Malagaon"
"N>SHIK","MALEGAON","Jwardi Kh"
"N>SHIK","MALEGAON","Sonaj"
"N>SHIK","MALEGAON","Varhanepada"
"N>SHIK","MALEGAON","Mehune"
"N>SHIK","MALEGAON","Saundane"
"N>SHIK","MALEGAON","Nimgaon Kh"
"N>SHIK","MALEGAON","Jatpade"
"N>SHIK","MALEGAON","Jeur"
"N>SHIK","MALEGAON","Savkarwadi"
"N>SHIK","MALEGAON","Zadi"
"N>SHIK","MALEGAON","Erandgaon"
"N>SHIK","TRIMBAKESHWAR","Vele"
"N>SHIK","TRIMBAKESHWAR","Kone"
"N>SHIK","TRIMBAKESHWAR","Vaghera"
"N>SHIK","TRIMBAKESHWAR","Rautmal"
"N>SHIK","TRIMBAKESHWAR","Murambi"
"N>SHIK","TRIMBAKESHWAR","Sapte"
"N>SHIK","TRIMBAKESHWAR","Gavatha"
"N>SHIK","TRIMBAKESHWAR","Kharwal"
"N>SHIK","TRIMBAKESHWAR","Bhagohol"
"N>SHIK","TRIMBAKESHWAR","Sapgaon"
"N>SHIK","TRIMBAKESHWAR","Kachurli"
"N>SHIK","TRIMBAKESHWAR","Trimbakeshwar (M Cl)"
"N>SHIK","TRIMBAKESHWAR","Umbharande"
"N>SHIK","TRIMBAKESHWAR","Kalmuste"
"N>SHIK","TRIMBAKESHWAR","Talegaon Trimbak"
"N>SHIK","TRIMBAKESHWAR","Pegalwadi (N.V.)"
"N>SHIK","TRIMBAKESHWAR","Vadholi"
"N>SHIK","TRIMBAKESHWAR","Metghar Killa"
"N>SHIK","TRIMBAKESHWAR","Pegalwadi Tryambak"
"N>SHIK","TRIMBAKESHWAR","Mulegaon"
"N>SHIK","TRIMBAKESHWAR","Pahine"
"N>SHIK","TRIMBAKESHWAR","Harshewadi"
"N>SHIK","TRIMBAKESHWAR","Bhilmal"
"N>SHIK","TRIMBAKESHWAR","Take Harsha"
"N>SHIK","TRIMBAKESHWAR","Zarwad Kh"
"N>SHIK","TRIMBAKESHWAR","Kojoli"
"N>SHIK","TRIMBAKESHWAR","Dhadoshi"
"N>SHIK","TRIMBAKESHWAR","Dahalewadi"
"N>SHIK","TRIMBAKESHWAR","Samundi"
"N>SHIK","TRIMBAKESHWAR","Aswaliharsha"
"N>SHIK","TRIMBAKESHWAR","Kharoli"
"N>SHIK","TRIMBAKESHWAR","Avhate"
"N>SHIK","TRIMBAKESHWAR","Met Chandrachi"
"N>SHIK","TRIMBAKESHWAR","Alwand"
"N>SHIK","TRIMBAKESHWAR","Dapure"
"N>SHIK","TRIMBAKESHWAR","Deogaon"
"N>SHIK","TRIMBAKESHWAR","Met Humbhachi"
"N>SHIK","TRIMBAKESHWAR","Zarwad Bk"
"N>SHIK","TRIMBAKESHWAR","Vaviharsha"
"N>SHIK","TRIMBAKESHWAR","Take Deogaon"
"N>SHIK","TRIMBAKESHWAR","Met Yelyachi"
"N>SHIK","SINNAR","Jogaltembhi"
"N>SHIK","SINNAR","Naigaon"
"N>SHIK","SINNAR","Hiwargaon"
"N>SHIK","SINNAR","Sangavi"
"N>SHIK","SINNAR","Songiri"
"N>SHIK","SINNAR","Chondhi"
"N>SHIK","SINNAR","Somthane"
"N>SHIK","SINNAR","Komalwadi"
"N>SHIK","SINNAR","Vadangali"
"N>SHIK","SINNAR","Mendhi"
"N>SHIK","KALWAN","Devali  Karhad"
"N>SHIK","KALWAN","Tirhal Kh."
"N>SHIK","KALWAN","Chankapur"
"N>SHIK","KALWAN","Barde"
"N>SHIK","KALWAN","Pale Kh."
"N>SHIK","KALWAN","Dattanagar"
"N>SHIK","KALWAN","Tirhal Bk."
"N>SHIK","KALWAN","Manur"
"N>SHIK","KALWAN","Mohpada"
"N>SHIK","KALWAN","Bhagurdi"
"N>SHIK","KALWAN","Asoli"
"N>SHIK","KALWAN","Ozar"
"N>SHIK","KALWAN","Abhon"
"N>SHIK","KALWAN","Mohamukh"
"N>SHIK","KALWAN","Pale Bk."
"N>SHIK","KALWAN","Dahyanepale"
"N>SHIK","KALWAN","Niwane"
"N>SHIK","SINNAR","Keru Patilnagar"
"N>SHIK","SINNAR","Deshwandi"
"N>SHIK","SINNAR","Jaygaon"
"N>SHIK","SINNAR","Bramhan Wade"
"N>SHIK","SINNAR","Wadzire"
"N>SHIK","SINNAR","Patpimpri"
"N>SHIK","SINNAR","Dahiwadi"
"N>SHIK","SINNAR","Mahajanpur"
"N>SHIK","SINNAR","Nimgaon Deopur"
"N>SHIK","SINNAR","Khadangali"
"N>SHIK","SINNAR","Pimpalgaon"
"N>SHIK","SINNAR","Mohu"
"N>SHIK","SINNAR","Baragaon Pimpri"
"N>SHIK","SINNAR","Ujjani"
"N>SHIK","SINNAR","Kirtangali"
"N>SHIK","SINNAR","Gulvanch"
"N>SHIK","SINNAR","Nimgaon Sinner"
"N>SHIK","SINNAR","Rampur"
"N>SHIK","SINNAR","Chincholi"
"N>SHIK","SINNAR","Panchale"
"N>SHIK","SINNAR","Shrirampur"
"N>SHIK","SINNAR","Malegaon"
"N>SHIK","SINNAR","Karwadi"
"N>SHIK","SINNAR","Eklahare"
"N>SHIK","SINNAR","Vadgaon Pingala"
"N>SHIK","SINNAR","Mohdari"
"N>SHIK","SINNAR","Bharatpur"
"N>SHIK","SINNAR","Maparwadi"
"N>SHIK","SINNAR","Shaha"
"N>SHIK","SINNAR","Deopur"
"N>SHIK","SINNAR","Laxmanpur"
"N>SHIK","SINNAR","Paste"
"N>SHIK","SINNAR","Sinnar (M Cl)"
"N>SHIK","SINNAR","Jamgaon"
"N>SHIK","SINNAR","Kolgaonmal"
"N>SHIK","SINNAR","Khopadi Bk."
"N>SHIK","SINNAR","Vinchur Dalvi"
"N>SHIK","SINNAR","Shahapur"
"N>SHIK","SINNAR","Kedarpur"
"N>SHIK","SINNAR","Musalgaon"
"N>SHIK","SINNAR","Mith-Sagare"
"N>SHIK","SINNAR","Saradwadi"
"N>SHIK","SINNAR","Dharangaon"
"N>SHIK","SINNAR","Fardapur"
"N>SHIK","SINNAR","Mirgaon"
"N>SHIK","SINNAR","Pangari Bk"
"N>SHIK","SINNAR","Pathare Bk."
"N>SHIK","SINNAR","Pandhurli"
"N>SHIK","SINNAR","Kundewadi"
"N>SHIK","SINNAR","Khopadi Kh."
"N>SHIK","SINNAR","Ghorwad"
"N>SHIK","SINNAR","Kundewadi"
"N>SHIK","SINNAR","Chandrapur"
"N>SHIK","SINNAR","Wavi"
"N>SHIK","SINNAR","Pimparwadi"
"N>SHIK","SINNAR","Sawatamalinagar"
"N>SHIK","SINNAR","Datli"
"N>SHIK","SINNAR","Bhatwadi"
"N>SHIK","SINNAR","Pathare Kh."
"N>SHIK","SINNAR","Agas Khind"
"N>SHIK","SINNAR","Bhokani"
"N>SHIK","SINNAR","Shastrinagar"
"N>SHIK","SINNAR","Khaparale"
"N>SHIK","SINNAR","Harsule"
"N>SHIK","SINNAR","Waregaon"
"N>SHIK","SINNAR","Gurewadi"
"N>SHIK","SINNAR","Belu"
"N>SHIK","SINNAR","Pangari Kh"
"N>SHIK","SINNAR","Dhondvirnagar"
"N>SHIK","SINNAR","Wadgaon Sinnar"
"N>SHIK","SINNAR","Sonambe"
"N>SHIK","SINNAR","Manegaon"
"N>SHIK","SINNAR","Shivade"
"N>SHIK","SINNAR","Konambe"
"N>SHIK","SINNAR","Khambale"
"N>SHIK","SINNAR","Borkhind"
"N>SHIK","SINNAR","Sayale"
"N>SHIK","SINNAR","Dusangwadi"
"N>SHIK","SINNAR","Gonde"
"N>SHIK","SINNAR","Maldhon"
"N>SHIK","SINNAR","Fulenagar"
"N>SHIK","SINNAR","Atkawade"
"N>SHIK","SINNAR","Sonari"
"N>SHIK","SINNAR","Aundhewadi"
"N>SHIK","SINNAR","Marhal Bk."
"N>SHIK","SINNAR","Dubere"
"N>SHIK","SINNAR","Marhal Kh."
"N>SHIK","SINNAR","Patole"
"N>SHIK","SINNAR","Jayprakashnagar"
"N>SHIK","SINNAR","Dhondbar"
"N>SHIK","SINNAR","Kahandalwadi"
"N>SHIK","SINNAR","Shivajinagar"
"N>SHIK","SINNAR","Dodi Kh."
"N>SHIK","SINNAR","Dodi Bk."
"N>SHIK","SINNAR","Ghotewadi"
"N>SHIK","SINNAR","Ramnagar"
"N>SHIK","SINNAR","Gulapur"
"N>SHIK","SINNAR","Dattanagar"
"N>SHIK","SINNAR","Suregaon"
"N>SHIK","SINNAR","Dapur"
"N>SHIK","SINNAR","Nirhale"
"N>SHIK","KALWAN","Punand Nagar"
"N>SHIK","KALWAN","Kharde Digar"
"N>SHIK","KALWAN","Malagaon Bk."
"N>SHIK","KALWAN","Supale Digar"
"N>SHIK","KALWAN","Umbardhe"
"N>SHIK","KALWAN","Kathare Digar"
"N>SHIK","KALWAN","Malagaon Kh."
"N>SHIK","KALWAN","Sidharthanagar"
"N>SHIK","KALWAN","Pratap Nagar"
"N>SHIK","KALWAN","Bhutane"
"N>SHIK","KALWAN","Ganore"
"N>SHIK","KALWAN","Koswan"
"N>SHIK","KALWAN","Hundyamokh"
"N>SHIK","KALWAN","Savarpada"
"N>SHIK","KALWAN","Dahyane Digar"
"N>SHIK","KALWAN","Virshet"
"N>SHIK","KALWAN","Pimple Bk."
"N>SHIK","KALWAN","Sheri Digar"
"N>SHIK","KALWAN","Dhaner Digar"
"N>SHIK","KALWAN","Khadaki"
"N>SHIK","KALWAN","Dare Bhanagi"
"N>SHIK","KALWAN","Sule"
"N>SHIK","KALWAN","Jaidar"
"N>SHIK","KALWAN","Dhanoli"
"N>SHIK","KALWAN","Padgan"
"N>SHIK","KALWAN","Punegaon"
"N>SHIK","KALWAN","Pimple Kh."
"N>SHIK","KALWAN","Shiv-Bhandane"
"N>SHIK","KALWAN","Desrane"
"N>SHIK","KALWAN","Kumsadi"
"N>SHIK","KALWAN","Nalid"
"N>SHIK","KALWAN","Lakhani"
"N>SHIK","KALWAN","Bijore"
"N>SHIK","KALWAN","Bhandane {Pimpale}"
"N>SHIK","KALWAN","Dharde Digar"
"N>SHIK","KALWAN","Visapur"
"N>SHIK","KALWAN","Bhandane (Hatgad)"
"N>SHIK","KALWAN","Babkhede"
"N>SHIK","KALWAN","Mokbhanagi"
"N>SHIK","KALWAN","Verule"
"N>SHIK","KALWAN","Mohobari"
"N>SHIK","KALWAN","Chacher"
"N>SHIK","KALWAN","Shepupada"
"N>SHIK","KALWAN","Ambapur"
"N>SHIK","KALWAN","Shingashi"
"N>SHIK","KALWAN","Shrungarwadi"
"N>SHIK","KALWAN","Jirwade (Hatgad)"
"N>SHIK","KALWAN","Inshi"
"N>SHIK","KALWAN","Kakane"
"N>SHIK","KALWAN","Warkhede"
"N>SHIK","KALWAN","Karmale"
"N>SHIK","KALWAN","Tatani"
"N>SHIK","KALWAN","Daregaon Hatgad"
"N>SHIK","KALWAN","Kanashi"
"N>SHIK","KALWAN","Dalwat"
"N>SHIK","KALWAN","Jamle (Hatgad)"
"N>SHIK","KALWAN","Ravalji"
"N>SHIK","KALWAN","Golakhal"
"N>SHIK","KALWAN","Khedgaon"
"N>SHIK","KALWAN","Gangavan"
"N>SHIK","KALWAN","Bhadvan"
"N>SHIK","KALWAN","Karambhel Hatgad"
"N>SHIK","KALWAN","Jamle pale"
"N>SHIK","KALWAN","Karambhel Kanashi"
"N>SHIK","KALWAN","Kosurde"
"N>SHIK","KALWAN","Bhakurde"
"N>SHIK","KALWAN","Patvihir"
"N>SHIK","KALWAN","Balapur"
"N>SHIK","KALWAN","Nakode"
"N>SHIK","KALWAN","Dhekale"
"N>SHIK","KALWAN","Amdar"
"N>SHIK","KALWAN","Wadi Bk."
"N>SHIK","KALWAN","Lingame"
"N>SHIK","KALWAN","Bej"
"N>SHIK","KALWAN","Eklahare"
"N>SHIK","KALWAN","Sarale Digar"
"N>SHIK","KALWAN","Bendipada"
"N>SHIK","KALWAN","Navi Bej"
"N>SHIK","KALWAN","Belbare"
"N>SHIK","KALWAN","Wadale(Hatgad)"
"N>SHIK","KALWAN","Gangapur"
"N>SHIK","KALWAN","Khadakwan"
"N>SHIK","KALWAN","Hingave"
"N>SHIK","KALWAN","Gopalkhadi"
"N>SHIK","KALWAN","Bhendi"
"N>SHIK","KALWAN","Khirad"
"N>SHIK","KALWAN","Jaipur"
"N>SHIK","KALWAN","Kalwan (NP)"
"N>SHIK","KALWAN","Desgaon"
"N>SHIK","KALWAN","Gosrane"
"N>SHIK","KALWAN","Kalamthe"
"N>SHIK","KALWAN","Sukapur Hatgad"
"N>SHIK","KALWAN","Palasdar"
"N>SHIK","KALWAN","Ambika Ozar"
"N>SHIK","KALWAN","Vithewadipale"
"N>SHIK","KALWAN","Kalwan Kh"
"N>SHIK","KALWAN","Bordaivat"
"N>SHIK","KALWAN","Vanjari"
"N>SHIK","KALWAN","Amburdi Kh."
"N>SHIK","KALWAN","Amburdi Bk."
"N>SHIK","KALWAN","Dahyane (Otur)"
"N>SHIK","KALWAN","Chinchore"
"N>SHIK","KALWAN","Wadpada"
"N>SHIK","KALWAN","Savakipale"
"N>SHIK","KALWAN","Kundane {Kanashi}"
"N>SHIK","KALWAN","Jamale(Wani)"
"N>SHIK","KALWAN","Devaliwani"
"N>SHIK","KALWAN","Bhusani"
"N>SHIK","KALWAN","Sakorepada"
"N>SHIK","KALWAN","Jirwade Otur"
"N>SHIK","KALWAN","Jamshet"
"N>SHIK","KALWAN","Athambe"
"N>SHIK","KALWAN","Gobapur"
"N>SHIK","KALWAN","Sakore"
"N>SHIK","KALWAN","Katalgaon"
"N>SHIK","KALWAN","Shirasamani"
"N>SHIK","KALWAN","Mohandari"
"N>SHIK","KALWAN","Nanduri"
"N>SHIK","KALWAN","Bilwadi"
"N>SHIK","KALWAN","Kurdane (Otur)"
"N>SHIK","KALWAN","Otur"
"N>SHIK","KALWAN","Sadadvihir"
"N>SHIK","KALWAN","Daregaonwani"
"N>SHIK","KALWAN","Pimpripale"
"N>SHIK","KALWAN","Pimpri Markanda"
"N>SHIK","KALWAN","Saptashrungagad"
"N>SHIK","KALWAN","Kanherwadi"
"N>SHIK","KALWAN","Narul"
"N>SHIK","KALWAN","Machidhodap"
"N>SHIK","KALWAN","Mulane(wani)"
"N>SHIK","KALWAN","Mehadar"
"N>SHIK","KALWAN","Wadale[Wani]"
"N>SHIK","PETH","Belpada"
"N>SHIK","PETH","Inambari"
"N>SHIK","PETH","Garmal"
"N>SHIK","PETH","Gawandhpada"
"N>SHIK","PETH","Andhrute"
"N>SHIK","PETH","Karanjali"
"N>SHIK","PETH","Gaondhond"
"N>SHIK","PETH","Kotambi"
"N>SHIK","PETH","Adgaon (Bhuvan)"
"N>SHIK","PETH","Savalghat"
"N>SHIK","PETH","Bilkas"
"N>SHIK","PETH","Usthale"
"N>SHIK","PETH","Bhedamal (N.V.)"
"N>SHIK","PETH","Tilbhat"
"N>SHIK","PETH","Umbarpada Bhuvan"
"N>SHIK","PETH","Chafyachapada"
"N>SHIK","PETH","Tondawal"
"N>SHIK","PETH","Sambarpada"
"N>SHIK","PETH","Bhuwan"
"N>SHIK","PETH","Deogaon"
"N>SHIK","PETH","Nirgude Karanjali"
"N>SHIK","DINDORI","Joranpada"
"N>SHIK","DINDORI","Sadrale"
"N>SHIK","DINDORI","Lakhamapur"
"N>SHIK","DINDORI","Thepanwadi"
"N>SHIK","DINDORI","Ozarkhed"
"N>SHIK","DINDORI","Tisgaon"
"N>SHIK","DINDORI","Oze"
"N>SHIK","DINDORI","Ghodewadi"
"N>SHIK","DINDORI","Mheluske"
"N>SHIK","DINDORI","Jalkhed"
"N>SHIK","DINDORI","Shreeramnagar"
"N>SHIK","DINDORI","Parmori"
"N>SHIK","DINDORI","Ambevani"
"N>SHIK","DINDORI","Shindwad"
"N>SHIK","DINDORI","Sonjamb"
"N>SHIK","DINDORI","Nigdol"
"N>SHIK","DINDORI","Waghad"
"N>SHIK","DINDORI","Kokangaon Bk."
"N>SHIK","DINDORI","Golshi"
"N>SHIK","DINDORI","Varkhede"
"N>SHIK","DINDORI","Umrale Kh."
"N>SHIK","CHANDVAD","Nandurtek"
"N>SHIK","CHANDVAD","Rajderwadi"
"N>SHIK","KALWAN","Hatti"
"N>SHIK","CHANDVAD","Kheldari"
"N>SHIK","CHANDVAD","Shirur"
"N>SHIK","CHANDVAD","Indraiwadi"
"N>SHIK","CHANDVAD","Sherisalaiban"
"N>SHIK","CHANDVAD","Vadbare"
"N>SHIK","CHANDVAD","Nawapur"
"N>SHIK","CHANDVAD","Kanmandale"
"N>SHIK","CHANDVAD","Kundane"
"N>SHIK","CHANDVAD","Puri"
"N>SHIK","CHANDVAD","Jaitapur"
"N>SHIK","CHANDVAD","Paregaon"
"N>SHIK","CHANDVAD","Uswad"
"N>SHIK","CHANDVAD","Asarkhede"
"N>SHIK","CHANDVAD","Kanadgaon"
"N>SHIK","CHANDVAD","Indira Nagar"
"N>SHIK","CHANDVAD","Vad"
"N>SHIK","CHANDVAD","Vijaynagar"
"N>SHIK","CHANDVAD","Shivajinagar"
"N>SHIK","CHANDVAD","Dhodambe"
"N>SHIK","CHANDVAD","Dudhkhede"
"N>SHIK","CHANDVAD","Deogaon"
"N>SHIK","CHANDVAD","Mangrul"
"N>SHIK","CHANDVAD","Chandwad (M Cl)"
"N>SHIK","CHANDVAD","Adgaon"
"N>SHIK","CHANDVAD","Dahyane"
"N>SHIK","CHANDVAD","Shelu"
"N>SHIK","CHANDVAD","Varadi"
"N>SHIK","CHANDVAD","Ekrukhe"
"N>SHIK","CHANDVAD","Shinde"
"N>SHIK","CHANDVAD","Kokankhede"
"N>SHIK","CHANDVAD","Kalamdare"
"N>SHIK","CHANDVAD","Dongargaon"
"N>SHIK","CHANDVAD","Bhutyane"
"N>SHIK","CHANDVAD","Nimon"
"N>SHIK","CHANDVAD","Kundalgaon"
"N>SHIK","CHANDVAD","Shivare"
"N>SHIK","CHANDVAD","Chikhalambe"
"N>SHIK","CHANDVAD","Daregaon"
"N>SHIK","CHANDVAD","Jambutke"
"N>SHIK","CHANDVAD","Harnul"
"N>SHIK","CHANDVAD","Bharvir"
"N>SHIK","CHANDVAD","Goharan"
"N>SHIK","CHANDVAD","Sutarkhede"
"N>SHIK","CHANDVAD","Sogras"
"N>SHIK","CHANDVAD","Bahaduri"
"N>SHIK","CHANDVAD","Vadalibhoi"
"N>SHIK","CHANDVAD","Dugaon"
"N>SHIK","CHANDVAD","Bhayale"
"N>SHIK","CHANDVAD","Malsane"
"N>SHIK","CHANDVAD","Ganur"
"N>SHIK","CHANDVAD","Borale"
"N>SHIK","CHANDVAD","Shirsane"
"N>SHIK","CHANDVAD","Dongaon"
"N>SHIK","CHANDVAD","Pimpalnare"
"N>SHIK","CHANDVAD","Mesankhede Bk."
"N>SHIK","CHANDVAD","Chinchole"
"N>SHIK","CHANDVAD","Talwade"
"N>SHIK","CHANDVAD","Vadner Bhairao"
"N>SHIK","CHANDVAD","Pathar-shembe"
"N>SHIK","CHANDVAD","Harsul"
"N>SHIK","CHANDVAD","Nimgavhan"
"N>SHIK","CHANDVAD","Dahegaon Manmad"
"N>SHIK","CHANDVAD","Mesankhede Kh"
"N>SHIK","CHANDVAD","Bhatgaon"
"N>SHIK","CHANDVAD","Shingve"
"N>SHIK","CHANDVAD","Parsul"
"N>SHIK","CHANDVAD","Nhanave"
"N>SHIK","CHANDVAD","Pimpalgaon-dhabli"
"N>SHIK","CHANDVAD","Narayangaon"
"N>SHIK","CHANDVAD","Hivarkhede"
"N>SHIK","CHANDVAD","Tisgaon"
"N>SHIK","CHANDVAD","Ahirkhede"
"N>SHIK","CHANDVAD","Raypur"
"N>SHIK","CHANDVAD","Panhale"
"N>SHIK","CHANDVAD","Bhadane"
"N>SHIK","CHANDVAD","Gangave"
"N>SHIK","CHANDVAD","Khadakjamb"
"N>SHIK","CHANDVAD","Bopane"
"N>SHIK","CHANDVAD","Dighwad"
"N>SHIK","CHANDVAD","Urdhul"
"N>SHIK","CHANDVAD","Kazisangvi"
"N>SHIK","CHANDVAD","Jopul"
"N>SHIK","CHANDVAD","Khadakozar"
"N>SHIK","CHANDVAD","Wagdardi"
"N>SHIK","CHANDVAD","Bhoyegaon"
"N>SHIK","CHANDVAD","Vitave"
"N>SHIK","CHANDVAD","Soni Sangvi"
"N>SHIK","CHANDVAD","Nimbale"
"N>SHIK","CHANDVAD","Dhondgavhan"
"N>SHIK","CHANDVAD","Gurhale"
"N>SHIK","CHANDVAD","Rapali"
"N>SHIK","CHANDVAD","Dahiwad"
"N>SHIK","CHANDVAD","Vadgaon Pangu"
"N>SHIK","CHANDVAD","Devergaon"
"N>SHIK","CHANDVAD","Dhotarkhede"
"N>SHIK","CHANDVAD","Salsane"
"N>SHIK","CHANDVAD","Pate"
"N>SHIK","CHANDVAD","Redgaon Kh"
"N>SHIK","CHANDVAD","Hirapur"
"N>SHIK","CHANDVAD","Katarwadi"
"N>SHIK","CHANDVAD","Koltek"
"N>SHIK","CHANDVAD","Talegaon Rohi"
"N>SHIK","CHANDVAD","Pimplad"
"N>SHIK","CHANDVAD","Narayankhede"
"N>SHIK","CHANDVAD","Vahegaonsal"
"N>SHIK","CHANDVAD","Kalkhode"
"N>SHIK","CHANDVAD","Vaki Kh"
"N>SHIK","CHANDVAD","Vaki Bk"
"N>SHIK","CHANDVAD","Rahod"
"N>SHIK","PETH","Malegaon"
"N>SHIK","PETH","Kapurne"
"N>SHIK","PETH","Kakadpada"
"N>SHIK","PETH","Umarpada"
"N>SHIK","PETH","Vadabari"
"N>SHIK","PETH","Bhoradha"
"N>SHIK","PETH","Jogmodi"
"N>SHIK","PETH","Sawarna"
"N>SHIK","PETH","Kalune"
"N>SHIK","PETH","Dabhadi"
"N>SHIK","PETH","Pimpalpada"
"N>SHIK","PETH","Domkhadak"
"N>SHIK","PETH","Surgane"
"N>SHIK","PETH","Harangaon"
"N>SHIK","PETH","Bhatvihira"
"N>SHIK","PETH","Hatrundi"
"N>SHIK","PETH","Borichibari (N.V.)"
"N>SHIK","PETH","Kopurli Bk."
"N>SHIK","PETH","Kopurli Kh."
"N>SHIK","PETH","Derapada"
"N>SHIK","PETH","Palashi Kh."
"N>SHIK","PETH","Kumbhale"
"N>SHIK","PETH","Asarbari"
"N>SHIK","PETH","Mohpada"
"N>SHIK","PETH","Jamale"
"N>SHIK","PETH","Nalshet"
"N>SHIK","PETH","Phanaspada"
"N>SHIK","PETH","Rajbari"
"N>SHIK","PETH","Junothi"
"N>SHIK","PETH","Badagi"
"N>SHIK","PETH","Tirdhe"
"N>SHIK","PETH","Ubhidhondpada"
"N>SHIK","PETH","Khirkidepada"
"N>SHIK","PETH","Jale"
"N>SHIK","PETH","Jambvihir"
"N>SHIK","DEOLA","Nimbole"
"N>SHIK","DEOLA","Mahalpatane"
"N>SHIK","DEOLA","Vasol"
"N>SHIK","KALWAN","Bagadu"
"N>SHIK","DEOLA","Phule Nagar"
"N>SHIK","DEOLA","Bhaur"
"N>SHIK","DEOLA","Vithewadi"
"N>SHIK","DEOLA","Deopurpada"
"N>SHIK","DEOLA","Khalap"
"N>SHIK","DEOLA","Zirepimple"
"N>SHIK","DEOLA","Satwaichiwadi"
"N>SHIK","DEOLA","Warwandi"
"N>SHIK","DEOLA","Fulemalwadi"
"N>SHIK","DEOLA","Malwadi"
"N>SHIK","DEOLA","Khadaktale"
"N>SHIK","DEOLA","Dongargaon"
"N>SHIK","DEOLA","Meshi"
"N>SHIK","DEOLA","Khuntewadi"
"N>SHIK","DEOLA","Pimpalgaon"
"N>SHIK","DEOLA","Deola (NP)"
"N>SHIK","DEOLA","Matane"
"N>SHIK","DEOLA","Vijaynagar"
"N>SHIK","DEOLA","Wajgaon"
"N>SHIK","DEOLA","Wakhari"
"N>SHIK","DEOLA","Dahiwad"
"N>SHIK","DEOLA","Mahatma Fule Nagar"
"N>SHIK","DEOLA","Gunjalnagar"
"N>SHIK","DEOLA","Kharde (Wakhari)"
"N>SHIK","DEOLA","Rameshwar"
"N>SHIK","DEOLA","Umarane"
